"Volunteer" "Activity" "Variable" "Average"
"1785" "17" "WALKING" "timeBodyaccMeany" -0.0184875403339344
"1786" "17" "WALKING" "timeBodyaccMeanz" -0.109792122032787
"1787" "17" "WALKING" "timeBodyaccStdx" -0.31950017295082
"1788" "17" "WALKING" "timeBodyaccStdy" -0.0175797885542623
"1789" "17" "WALKING" "timeBodyaccStdz" -0.265824489180328
"1790" "17" "WALKING" "timeGravityaccMeanx" 0.92811236852459
"1791" "17" "WALKING" "timeGravityaccMeany" -0.179927382704918
"1792" "17" "WALKING" "timeGravityaccMeanz" -0.190265949622951
"1793" "17" "WALKING" "timeGravityaccStdx" -0.980983351639344
"1794" "17" "WALKING" "timeGravityaccStdy" -0.968613202622951
"1795" "17" "WALKING" "timeGravityaccStdz" -0.956903248196721
"1796" "17" "WALKING" "timeBodyaccjerkMeanx" 0.0773188580032787
"1797" "17" "WALKING" "timeBodyaccjerkMeany" 0.0130098548360656
"1798" "17" "WALKING" "timeBodyaccjerkMeanz" 0.0243753334442623
"1799" "17" "WALKING" "timeBodyaccjerkStdx" -0.355492635409836
"1800" "17" "WALKING" "timeBodyaccjerkStdy" -0.0935385034
"1801" "17" "WALKING" "timeBodyaccjerkStdz" -0.534303311639344
"1802" "17" "WALKING" "timeBodygyroMeanx" -0.00922265519180328
"1803" "17" "WALKING" "timeBodygyroMeany" -0.0839773343770492
"1804" "17" "WALKING" "timeBodygyroMeanz" 0.0757132656704918
"1805" "17" "WALKING" "timeBodygyroStdx" -0.47981351295082
"1806" "17" "WALKING" "timeBodygyroStdy" -0.454932903934426
"1807" "17" "WALKING" "timeBodygyroStdz" -0.386044435409836
"1808" "17" "WALKING" "timeBodygyrojerkMeanx" -0.109959237927869
"1809" "17" "WALKING" "timeBodygyrojerkMeany" -0.0379251328622951
"1810" "17" "WALKING" "timeBodygyrojerkMeanz" -0.0513807166754098
"1811" "17" "WALKING" "timeBodygyrojerkStdx" -0.431296148196721
"1812" "17" "WALKING" "timeBodygyrojerkStdy" -0.560203489016393
"1813" "17" "WALKING" "timeBodygyrojerkStdz" -0.524422887377049
"1814" "17" "WALKING" "timeBodyaccmagMean" -0.151151487704918
"1815" "17" "WALKING" "timeBodyaccmagStd" -0.461837866885246
"1816" "17" "WALKING" "timeGravityaccmagMean" -0.151151487704918
"1817" "17" "WALKING" "timeGravityaccmagStd" -0.461837866885246
"1818" "17" "WALKING" "timeBodyaccjerkmagMean" -0.301093269180328
"1819" "17" "WALKING" "timeBodyaccjerkmagStd" -0.275672786229508
"1820" "17" "WALKING" "timeBodygyromagMean" -0.335009836885246
"1821" "17" "WALKING" "timeBodygyromagStd" -0.522494763606557
"1822" "17" "WALKING" "timeBodygyrojerkmagMean" -0.517167440655738
"1823" "17" "WALKING" "timeBodygyrojerkmagStd" -0.53970849147541
"1824" "17" "WALKING" "frequencyBodyaccMeanx" -0.360991674918033
"1825" "17" "WALKING" "frequencyBodyaccMeany" -0.0650267622126229
"1826" "17" "WALKING" "frequencyBodyaccMeanz" -0.382832802295082
"1827" "17" "WALKING" "frequencyBodyaccStdx" -0.304806274098361
"1828" "17" "WALKING" "frequencyBodyaccStdy" -0.0556137930852459
"1829" "17" "WALKING" "frequencyBodyaccStdz" -0.262391594918033
"1830" "17" "WALKING" "frequencyBodyaccjerkMeanx" -0.423446094590164
"1831" "17" "WALKING" "frequencyBodyaccjerkMeany" -0.194232721737705
"1832" "17" "WALKING" "frequencyBodyaccjerkMeanz" -0.523427055737705
"1833" "17" "WALKING" "frequencyBodyaccjerkStdx" -0.343866129016393
"1834" "17" "WALKING" "frequencyBodyaccjerkStdy" -0.0470379377672131
"1835" "17" "WALKING" "frequencyBodyaccjerkStdz" -0.543872996229508
"1836" "17" "WALKING" "frequencyBodygyroMeanx" -0.40771670852459
"1837" "17" "WALKING" "frequencyBodygyroMeany" -0.490166286557377
"1838" "17" "WALKING" "frequencyBodygyroMeanz" -0.398809217540984
"1839" "17" "WALKING" "frequencyBodygyroStdx" -0.504849290819672
"1840" "17" "WALKING" "frequencyBodygyroStdy" -0.439238787704918
"1841" "17" "WALKING" "frequencyBodygyroStdz" -0.438768699508197
"1842" "17" "WALKING" "frequencyBodyaccmagMean" -0.429380043442623
"1843" "17" "WALKING" "frequencyBodyaccmagStd" -0.565162507704918
"1844" "17" "WALKING" "frequencyBodybodyaccjerkmagMean" -0.335938891803279
"1845" "17" "WALKING" "frequencyBodybodyaccjerkmagStd" -0.211231860180328
"1846" "17" "WALKING" "frequencyBodybodygyromagMean" -0.518618058688525
"1847" "17" "WALKING" "frequencyBodybodygyromagStd" -0.615320077704918
"1848" "17" "WALKING" "frequencyBodybodygyrojerkmagMean" -0.582711859672131
"1849" "17" "WALKING" "frequencyBodybodygyrojerkmagStd" -0.520385479180328
"1850" "9" "WALKING" "timeBodyaccMeanx" 0.278502842115385
"1851" "9" "WALKING" "timeBodyaccMeany" -0.0180891971284423
"1852" "9" "WALKING" "timeBodyaccMeanz" -0.110820512307692
"1853" "9" "WALKING" "timeBodyaccStdx" -0.238353562692308
"1854" "9" "WALKING" "timeBodyaccStdy" -0.201696960826923
"1855" "9" "WALKING" "timeBodyaccStdz" -0.0579636469030769
"1856" "9" "WALKING" "timeGravityaccMeanx" 0.951867079615385
"1857" "9" "WALKING" "timeGravityaccMeany" -0.0314341738730769
"1858" "9" "WALKING" "timeGravityaccMeanz" -0.115856121080385
"1859" "9" "WALKING" "timeGravityaccStdx" -0.980971973653846
"1860" "9" "WALKING" "timeGravityaccStdy" -0.971242423076923
"1861" "9" "WALKING" "timeGravityaccStdz" -0.955523995576923
"1862" "9" "WALKING" "timeBodyaccjerkMeanx" 0.0704357270480769
"1863" "9" "WALKING" "timeBodyaccjerkMeany" 0.0212255910017308
"1864" "9" "WALKING" "timeBodyaccjerkMeanz" 0.00414762740192308
"1865" "9" "WALKING" "timeBodyaccjerkStdx" -0.206733787961538
"1866" "9" "WALKING" "timeBodyaccjerkStdy" -0.276929933846154
"1867" "9" "WALKING" "timeBodyaccjerkStdz" -0.409764526153846
"1868" "9" "WALKING" "timeBodygyroMeanx" -0.0808360598653846
"1869" "9" "WALKING" "timeBodygyroMeany" -0.0625598710615385
"1870" "9" "WALKING" "timeBodygyroMeanz" 0.111629779896154
"1871" "9" "WALKING" "timeBodygyroStdx" -0.476163506730769
"1872" "9" "WALKING" "timeBodygyroStdy" -0.467054167884615
"1873" "9" "WALKING" "timeBodygyroStdz" -0.265683521346154
"1874" "9" "WALKING" "timeBodygyrojerkMeanx" -0.0809204094461538
"1875" "9" "WALKING" "timeBodygyrojerkMeany" -0.0356283427038462
"1876" "9" "WALKING" "timeBodygyrojerkMeanz" -0.0633406620592308
"1877" "9" "WALKING" "timeBodygyrojerkStdx" -0.526985309038462
"1878" "9" "WALKING" "timeBodygyrojerkStdy" -0.549200228076923
"1879" "9" "WALKING" "timeBodygyrojerkStdz" -0.457881494038462
"1880" "9" "WALKING" "timeBodyaccmagMean" -0.0980840496143461
"1881" "9" "WALKING" "timeBodyaccmagStd" -0.37942877
"1882" "9" "WALKING" "timeGravityaccmagMean" -0.0980840496143461
"1883" "9" "WALKING" "timeGravityaccmagStd" -0.37942877
"1884" "9" "WALKING" "timeBodyaccjerkmagMean" -0.203733615519231
"1885" "9" "WALKING" "timeBodyaccjerkmagStd" -0.317113487115385
"1886" "9" "WALKING" "timeBodygyromagMean" -0.294542266826923
"1887" "9" "WALKING" "timeBodygyromagStd" -0.489725811538462
"1888" "9" "WALKING" "timeBodygyrojerkmagMean" -0.510253995769231
"1889" "9" "WALKING" "timeBodygyrojerkmagStd" -0.599866472692308
"1890" "9" "WALKING" "frequencyBodyaccMeanx" -0.294711163653846
"1891" "9" "WALKING" "frequencyBodyaccMeany" -0.257677616153846
"1892" "9" "WALKING" "frequencyBodyaccMeanz" -0.250806259788462
"1893" "9" "WALKING" "frequencyBodyaccStdx" -0.218019977423077
"1894" "9" "WALKING" "frequencyBodyaccStdy" -0.223972558596154
"1895" "9" "WALKING" "frequencyBodyaccStdz" -0.0337965256573077
"1896" "9" "WALKING" "frequencyBodyaccjerkMeanx" -0.314265401346154
"1897" "9" "WALKING" "frequencyBodyaccjerkMeany" -0.367706595
"1898" "9" "WALKING" "frequencyBodyaccjerkMeanz" -0.399541245192308
"1899" "9" "WALKING" "frequencyBodyaccjerkStdx" -0.170228340134423
"1900" "9" "WALKING" "frequencyBodyaccjerkStdy" -0.228380473480769
"1901" "9" "WALKING" "frequencyBodyaccjerkStdz" -0.419104362884615
"1902" "9" "WALKING" "frequencyBodygyroMeanx" -0.383676120961538
"1903" "9" "WALKING" "frequencyBodygyroMeany" -0.436905860576923
"1904" "9" "WALKING" "frequencyBodygyroMeanz" -0.240222512134615
"1905" "9" "WALKING" "frequencyBodygyroStdx" -0.507404512692308
"1906" "9" "WALKING" "frequencyBodygyroStdy" -0.490990336346154
"1907" "9" "WALKING" "frequencyBodygyroStdz" -0.342367223269231
"1908" "9" "WALKING" "frequencyBodyaccmagMean" -0.318801022711538
"1909" "9" "WALKING" "frequencyBodyaccmagStd" -0.513891953269231
"1910" "9" "WALKING" "frequencyBodybodyaccjerkmagMean" -0.316870715576923
"1911" "9" "WALKING" "frequencyBodybodyaccjerkmagStd" -0.322337536730769
"1912" "9" "WALKING" "frequencyBodybodygyromagMean" -0.513797480384615
"1913" "9" "WALKING" "frequencyBodybodygyromagStd" -0.562714528653846
"1914" "9" "WALKING" "frequencyBodybodygyrojerkmagMean" -0.602581618269231
"1915" "9" "WALKING" "frequencyBodybodygyrojerkmagStd" -0.624351923653846
"1916" "4" "WALKING" "timeBodyaccMeanx" 0.278582015166667
"1917" "4" "WALKING" "timeBodyaccMeany" -0.0148399475341667
"1918" "4" "WALKING" "timeBodyaccMeanz" -0.11140306485
"1919" "4" "WALKING" "timeBodyaccStdx" -0.440829971333333
"1920" "4" "WALKING" "timeBodyaccStdy" -0.0788267367683333
"1921" "4" "WALKING" "timeBodyaccStdz" -0.586252806833333
"1922" "4" "WALKING" "timeGravityaccMeanx" 0.963999696833333
"1923" "4" "WALKING" "timeGravityaccMeany" -0.0858540265666667
"1924" "4" "WALKING" "timeGravityaccMeanz" 0.127764112666667
"1925" "4" "WALKING" "timeGravityaccStdx" -0.983826494833333
"1926" "4" "WALKING" "timeGravityaccStdy" -0.967963221
"1927" "4" "WALKING" "timeGravityaccStdz" -0.962968112
"1928" "4" "WALKING" "timeBodyaccjerkMeanx" 0.0783529082183333
"1929" "4" "WALKING" "timeBodyaccjerkMeany" 0.00295602428666667
"1930" "4" "WALKING" "timeBodyaccjerkMeanz" -0.000767679338333334
"1931" "4" "WALKING" "timeBodyaccjerkStdx" -0.297042612533333
"1932" "4" "WALKING" "timeBodyaccjerkStdy" -0.221165131581667
"1933" "4" "WALKING" "timeBodyaccjerkStdz" -0.7513913825
"1934" "4" "WALKING" "timeBodygyroMeanx" -0.0317982557795
"1935" "4" "WALKING" "timeBodygyroMeany" -0.0726905278583333
"1936" "4" "WALKING" "timeBodygyroMeanz" 0.0805677161216667
"1937" "4" "WALKING" "timeBodygyroStdx" -0.500916659
"1938" "4" "WALKING" "timeBodygyroStdy" -0.665394092833333
"1939" "4" "WALKING" "timeBodygyroStdz" -0.662608226
"1940" "4" "WALKING" "timeBodygyrojerkMeanx" -0.115321556475
"1941" "4" "WALKING" "timeBodygyrojerkMeany" -0.0393474489133333
"1942" "4" "WALKING" "timeBodygyrojerkMeanz" -0.0551166852766667
"1943" "4" "WALKING" "timeBodygyrojerkStdx" -0.492341066833333
"1944" "4" "WALKING" "timeBodygyrojerkStdy" -0.807419937
"1945" "4" "WALKING" "timeBodygyrojerkStdz" -0.640454132833333
"1946" "4" "WALKING" "timeBodyaccmagMean" -0.312050574166667
"1947" "4" "WALKING" "timeBodyaccmagStd" -0.527679103166667
"1948" "4" "WALKING" "timeGravityaccmagMean" -0.312050574166667
"1949" "4" "WALKING" "timeGravityaccmagStd" -0.527679103166667
"1950" "4" "WALKING" "timeBodyaccjerkmagMean" -0.366700879833333
"1951" "4" "WALKING" "timeBodyaccjerkmagStd" -0.316918956
"1952" "4" "WALKING" "timeBodygyromagMean" -0.49779220106
"1953" "4" "WALKING" "timeBodygyromagStd" -0.553116111166667
"1954" "4" "WALKING" "timeBodygyrojerkmagMean" -0.6813040365
"1955" "4" "WALKING" "timeBodygyrojerkmagStd" -0.7301463685
"1956" "4" "WALKING" "frequencyBodyaccMeanx" -0.426719449666667
"1957" "4" "WALKING" "frequencyBodyaccMeany" -0.14939963344
"1958" "4" "WALKING" "frequencyBodyaccMeanz" -0.631005470833333
"1959" "4" "WALKING" "frequencyBodyaccStdx" -0.447234929666667
"1960" "4" "WALKING" "frequencyBodyaccStdy" -0.101799450565167
"1961" "4" "WALKING" "frequencyBodyaccStdz" -0.594198325666667
"1962" "4" "WALKING" "frequencyBodyaccjerkMeanx" -0.358883413666667
"1963" "4" "WALKING" "frequencyBodyaccjerkMeany" -0.279553391533333
"1964" "4" "WALKING" "frequencyBodyaccjerkMeanz" -0.728991595666667
"1965" "4" "WALKING" "frequencyBodyaccjerkStdx" -0.29732607245
"1966" "4" "WALKING" "frequencyBodyaccjerkStdy" -0.2099000063
"1967" "4" "WALKING" "frequencyBodyaccjerkStdz" -0.772359087333333
"1968" "4" "WALKING" "frequencyBodygyroMeanx" -0.373384540666667
"1969" "4" "WALKING" "frequencyBodygyroMeany" -0.688460056666667
"1970" "4" "WALKING" "frequencyBodygyroMeanz" -0.601381129166667
"1971" "4" "WALKING" "frequencyBodygyroStdx" -0.542646759
"1972" "4" "WALKING" "frequencyBodygyroStdy" -0.654657770166667
"1973" "4" "WALKING" "frequencyBodygyroStdz" -0.716458475166667
"1974" "4" "WALKING" "frequencyBodyaccmagMean" -0.450804558333333
"1975" "4" "WALKING" "frequencyBodyaccmagStd" -0.651172628166667
"1976" "4" "WALKING" "frequencyBodybodyaccjerkmagMean" -0.318587811
"1977" "4" "WALKING" "frequencyBodybodyaccjerkmagStd" -0.320458701
"1978" "4" "WALKING" "frequencyBodybodygyromagMean" -0.609285588016667
"1979" "4" "WALKING" "frequencyBodybodygyromagStd" -0.593937200833333
"1980" "4" "WALKING" "frequencyBodybodygyrojerkmagMean" -0.724327420666667
"1981" "4" "WALKING" "frequencyBodybodygyrojerkmagStd" -0.757768081166667
"1982" "7" "WALKING_UPSTAIRS" "timeBodyaccMeanx" 0.248706923078431
"1983" "7" "WALKING_UPSTAIRS" "timeBodyaccMeany" -0.0275639005607843
"1984" "7" "WALKING_UPSTAIRS" "timeBodyaccMeanz" -0.143769688803922
"1985" "7" "WALKING_UPSTAIRS" "timeBodyaccStdx" -0.29487297445098
"1986" "7" "WALKING_UPSTAIRS" "timeBodyaccStdy" -0.32616002254902
"1987" "7" "WALKING_UPSTAIRS" "timeBodyaccStdz" -0.145665025639216
"1988" "7" "WALKING_UPSTAIRS" "timeGravityaccMeanx" 0.81874656
"1989" "7" "WALKING_UPSTAIRS" "timeGravityaccMeany" -0.240950944117647
"1990" "7" "WALKING_UPSTAIRS" "timeGravityaccMeanz" -0.403599709607843
"1991" "7" "WALKING_UPSTAIRS" "timeGravityaccStdx" -0.932823053333333
"1992" "7" "WALKING_UPSTAIRS" "timeGravityaccStdy" -0.939774255490196
"1993" "7" "WALKING_UPSTAIRS" "timeGravityaccStdz" -0.881675909607843
"1994" "7" "WALKING_UPSTAIRS" "timeBodyaccjerkMeanx" 0.0724649938509804
"1995" "7" "WALKING_UPSTAIRS" "timeBodyaccjerkMeany" -0.000812387078431372
"1996" "7" "WALKING_UPSTAIRS" "timeBodyaccjerkMeanz" -7.4519666666666e-05
"1997" "7" "WALKING_UPSTAIRS" "timeBodyaccjerkStdx" -0.415153115882353
"1998" "7" "WALKING_UPSTAIRS" "timeBodyaccjerkStdy" -0.519897595686274
"1999" "7" "WALKING_UPSTAIRS" "timeBodyaccjerkStdz" -0.60780843627451
"2000" "7" "WALKING_UPSTAIRS" "timeBodygyroMeanx" -0.138778108029412
"2001" "7" "WALKING_UPSTAIRS" "timeBodygyroMeany" -0.00247161973
"2002" "7" "WALKING_UPSTAIRS" "timeBodygyroMeanz" 0.139217071509804
"2003" "7" "WALKING_UPSTAIRS" "timeBodygyroStdx" -0.363853236862745
"2004" "7" "WALKING_UPSTAIRS" "timeBodygyroStdy" -0.572996820784314
"2005" "7" "WALKING_UPSTAIRS" "timeBodygyroStdz" -0.348980051411765
"2006" "7" "WALKING_UPSTAIRS" "timeBodygyrojerkMeanx" -0.0856640866647059
"2007" "7" "WALKING_UPSTAIRS" "timeBodygyrojerkMeany" -0.0482219105196078
"2008" "7" "WALKING_UPSTAIRS" "timeBodygyrojerkMeanz" -0.072451747827451
"2009" "7" "WALKING_UPSTAIRS" "timeBodygyrojerkStdx" -0.616812659215686
"2010" "7" "WALKING_UPSTAIRS" "timeBodygyrojerkStdy" -0.671243739607843
"2011" "7" "WALKING_UPSTAIRS" "timeBodygyrojerkStdz" -0.682184175686275
"2012" "7" "WALKING_UPSTAIRS" "timeBodyaccmagMean" -0.198074437978431
"2013" "7" "WALKING_UPSTAIRS" "timeBodyaccmagStd" -0.33474460745098
"2014" "7" "WALKING_UPSTAIRS" "timeGravityaccmagMean" -0.198074437978431
"2015" "7" "WALKING_UPSTAIRS" "timeGravityaccmagStd" -0.33474460745098
"2016" "7" "WALKING_UPSTAIRS" "timeBodyaccjerkmagMean" -0.458695232352941
"2017" "7" "WALKING_UPSTAIRS" "timeBodyaccjerkmagStd" -0.471265710980392
"2018" "7" "WALKING_UPSTAIRS" "timeBodygyromagMean" -0.239099165627451
"2019" "7" "WALKING_UPSTAIRS" "timeBodygyromagStd" -0.418144852156863
"2020" "7" "WALKING_UPSTAIRS" "timeBodygyrojerkmagMean" -0.661969771960784
"2021" "7" "WALKING_UPSTAIRS" "timeBodygyrojerkmagStd" -0.67642807254902
"2022" "7" "WALKING_UPSTAIRS" "frequencyBodyaccMeanx" -0.336199426470588
"2023" "7" "WALKING_UPSTAIRS" "frequencyBodyaccMeany" -0.381590523137255
"2024" "7" "WALKING_UPSTAIRS" "frequencyBodyaccMeanz" -0.317461021372549
"2025" "7" "WALKING_UPSTAIRS" "frequencyBodyaccStdx" -0.279870086215686
"2026" "7" "WALKING_UPSTAIRS" "frequencyBodyaccStdy" -0.341025552941176
"2027" "7" "WALKING_UPSTAIRS" "frequencyBodyaccStdz" -0.124912269443137
"2028" "7" "WALKING_UPSTAIRS" "frequencyBodyaccjerkMeanx" -0.454647881960784
"2029" "7" "WALKING_UPSTAIRS" "frequencyBodyaccjerkMeany" -0.53707567
"2030" "7" "WALKING_UPSTAIRS" "frequencyBodyaccjerkMeanz" -0.581764526862745
"2031" "7" "WALKING_UPSTAIRS" "frequencyBodyaccjerkStdx" -0.426974025686275
"2032" "7" "WALKING_UPSTAIRS" "frequencyBodyaccjerkStdy" -0.53419130254902
"2033" "7" "WALKING_UPSTAIRS" "frequencyBodyaccjerkStdz" -0.631919608823529
"2034" "7" "WALKING_UPSTAIRS" "frequencyBodygyroMeanx" -0.383889342745098
"2035" "7" "WALKING_UPSTAIRS" "frequencyBodygyroMeany" -0.567920266470588
"2036" "7" "WALKING_UPSTAIRS" "frequencyBodygyroMeanz" -0.408150266666667
"2037" "7" "WALKING_UPSTAIRS" "frequencyBodygyroStdx" -0.368636961470588
"2038" "7" "WALKING_UPSTAIRS" "frequencyBodygyroStdy" -0.579964614705882
"2039" "7" "WALKING_UPSTAIRS" "frequencyBodygyroStdz" -0.393062890647059
"2040" "7" "WALKING_UPSTAIRS" "frequencyBodyaccmagMean" -0.378618761568627
"2041" "7" "WALKING_UPSTAIRS" "frequencyBodyaccmagStd" -0.415307106666667
"2042" "7" "WALKING_UPSTAIRS" "frequencyBodybodyaccjerkmagMean" -0.45478324745098
"2043" "7" "WALKING_UPSTAIRS" "frequencyBodybodyaccjerkmagStd" -0.497441363137255
"2044" "7" "WALKING_UPSTAIRS" "frequencyBodybodygyromagMean" -0.533982945882353
"2045" "7" "WALKING_UPSTAIRS" "frequencyBodybodygyromagStd" -0.444994481882353
"2046" "7" "WALKING_UPSTAIRS" "frequencyBodybodygyrojerkmagMean" -0.673327281960784
"2047" "7" "WALKING_UPSTAIRS" "frequencyBodybodygyrojerkmagStd" -0.704090967843137
"2048" "5" "WALKING_UPSTAIRS" "timeBodyaccMeanx" 0.268459469914894
"2049" "5" "WALKING_UPSTAIRS" "timeBodyaccMeany" -0.0325269755153191
"2050" "5" "WALKING_UPSTAIRS" "timeBodyaccMeanz" -0.107471453914894
"2051" "5" "WALKING_UPSTAIRS" "timeBodyaccStdx" -0.0457237779851064
"2052" "5" "WALKING_UPSTAIRS" "timeBodyaccStdy" 0.185022459476596
"2053" "5" "WALKING_UPSTAIRS" "timeBodyaccStdz" -0.308938978787234
"2054" "5" "WALKING_UPSTAIRS" "timeGravityaccMeanx" 0.936821834893617
"2055" "5" "WALKING_UPSTAIRS" "timeGravityaccMeany" -0.265942569148936
"2056" "5" "WALKING_UPSTAIRS" "timeGravityaccMeanz" -0.0232035364248936
"2057" "5" "WALKING_UPSTAIRS" "timeGravityaccStdx" -0.95357996893617
"2058" "5" "WALKING_UPSTAIRS" "timeGravityaccStdy" -0.900511719787234
"2059" "5" "WALKING_UPSTAIRS" "timeGravityaccStdz" -0.92141958
"2060" "5" "WALKING_UPSTAIRS" "timeBodyaccjerkMeanx" 0.0795443483829787
"2061" "5" "WALKING_UPSTAIRS" "timeBodyaccjerkMeany" 0.0140130363106383
"2062" "5" "WALKING_UPSTAIRS" "timeBodyaccjerkMeanz" -0.025590953282766
"2063" "5" "WALKING_UPSTAIRS" "timeBodyaccjerkStdx" -0.223896564340426
"2064" "5" "WALKING_UPSTAIRS" "timeBodyaccjerkStdy" -0.125026612744681
"2065" "5" "WALKING_UPSTAIRS" "timeBodyaccjerkStdz" -0.63836903212766
"2066" "5" "WALKING_UPSTAIRS" "timeBodygyroMeanx" 0.0395191121489362
"2067" "5" "WALKING_UPSTAIRS" "timeBodygyroMeany" -0.117195551802128
"2068" "5" "WALKING_UPSTAIRS" "timeBodygyroMeanz" 0.0424442819489362
"2069" "5" "WALKING_UPSTAIRS" "timeBodygyroStdx" -0.443342262340426
"2070" "5" "WALKING_UPSTAIRS" "timeBodygyroStdy" -0.440345826382979
"2071" "5" "WALKING_UPSTAIRS" "timeBodygyroStdz" -0.26545133312766
"2072" "5" "WALKING_UPSTAIRS" "timeBodygyrojerkMeanx" -0.143029686361702
"2073" "5" "WALKING_UPSTAIRS" "timeBodygyrojerkMeany" -0.0559895777393617
"2074" "5" "WALKING_UPSTAIRS" "timeBodygyrojerkMeanz" -0.0534895401
"2075" "5" "WALKING_UPSTAIRS" "timeBodygyrojerkStdx" -0.305245202489362
"2076" "5" "WALKING_UPSTAIRS" "timeBodygyrojerkStdy" -0.631822048297872
"2077" "5" "WALKING_UPSTAIRS" "timeBodygyrojerkStdz" -0.282154378489362
"2078" "5" "WALKING_UPSTAIRS" "timeBodyaccmagMean" 0.0435562021989362
"2079" "5" "WALKING_UPSTAIRS" "timeBodyaccmagStd" -0.136736383765957
"2080" "5" "WALKING_UPSTAIRS" "timeGravityaccmagMean" 0.0435562021989362
"2081" "5" "WALKING_UPSTAIRS" "timeGravityaccmagStd" -0.136736383765957
"2082" "5" "WALKING_UPSTAIRS" "timeBodyaccjerkmagMean" -0.247403476914894
"2083" "5" "WALKING_UPSTAIRS" "timeBodyaccjerkmagStd" -0.310186545957447
"2084" "5" "WALKING_UPSTAIRS" "timeBodygyromagMean" -0.235516929306383
"2085" "5" "WALKING_UPSTAIRS" "timeBodygyromagStd" -0.354687870212766
"2086" "5" "WALKING_UPSTAIRS" "timeBodygyrojerkmagMean" -0.47348816787234
"2087" "5" "WALKING_UPSTAIRS" "timeBodygyrojerkmagStd" -0.557988065531915
"2088" "5" "WALKING_UPSTAIRS" "frequencyBodyaccMeanx" -0.161485339978723
"2089" "5" "WALKING_UPSTAIRS" "frequencyBodyaccMeany" 0.0728903158085106
"2090" "5" "WALKING_UPSTAIRS" "frequencyBodyaccMeanz" -0.457470676808511
"2091" "5" "WALKING_UPSTAIRS" "frequencyBodyaccStdx" -0.00473819670425532
"2092" "5" "WALKING_UPSTAIRS" "frequencyBodyaccStdy" 0.165037631180851
"2093" "5" "WALKING_UPSTAIRS" "frequencyBodyaccStdz" -0.28925665906383
"2094" "5" "WALKING_UPSTAIRS" "frequencyBodyaccjerkMeanx" -0.289725470425532
"2095" "5" "WALKING_UPSTAIRS" "frequencyBodyaccjerkMeany" -0.19681792087234
"2096" "5" "WALKING_UPSTAIRS" "frequencyBodyaccjerkMeanz" -0.606717464680851
"2097" "5" "WALKING_UPSTAIRS" "frequencyBodyaccjerkStdx" -0.22532784293617
"2098" "5" "WALKING_UPSTAIRS" "frequencyBodyaccjerkStdy" -0.105311152804255
"2099" "5" "WALKING_UPSTAIRS" "frequencyBodyaccjerkStdz" -0.668825711276596
"2100" "5" "WALKING_UPSTAIRS" "frequencyBodygyroMeanx" -0.263615096246809
"2101" "5" "WALKING_UPSTAIRS" "frequencyBodygyroMeany" -0.516609046808511
"2102" "5" "WALKING_UPSTAIRS" "frequencyBodygyroMeanz" -0.139801393244681
"2103" "5" "WALKING_UPSTAIRS" "frequencyBodygyroStdx" -0.501685580212766
"2104" "5" "WALKING_UPSTAIRS" "frequencyBodygyroStdy" -0.403486393191489
"2105" "5" "WALKING_UPSTAIRS" "frequencyBodygyroStdz" -0.380378006808511
"2106" "5" "WALKING_UPSTAIRS" "frequencyBodyaccmagMean" -0.169261525
"2107" "5" "WALKING_UPSTAIRS" "frequencyBodyaccmagStd" -0.254091927148936
"2108" "5" "WALKING_UPSTAIRS" "frequencyBodybodyaccjerkmagMean" -0.264674938957447
"2109" "5" "WALKING_UPSTAIRS" "frequencyBodybodyaccjerkmagStd" -0.378616675957447
"2110" "5" "WALKING_UPSTAIRS" "frequencyBodybodygyromagMean" -0.392564530851064
"2111" "5" "WALKING_UPSTAIRS" "frequencyBodybodygyromagStd" -0.440445051914894
"2112" "5" "WALKING_UPSTAIRS" "frequencyBodybodygyrojerkmagMean" -0.571344138723404
"2113" "5" "WALKING_UPSTAIRS" "frequencyBodybodygyrojerkmagStd" -0.572485019787234
"2114" "6" "WALKING_UPSTAIRS" "timeBodyaccMeanx" 0.268229355098039
"2115" "6" "WALKING_UPSTAIRS" "timeBodyaccMeany" -0.0272425385070588
"2116" "6" "WALKING_UPSTAIRS" "timeBodyaccMeanz" -0.122082438784314
"2117" "6" "WALKING_UPSTAIRS" "timeBodyaccStdx" -0.0501350188513725
"2118" "6" "WALKING_UPSTAIRS" "timeBodyaccStdy" 0.189276117327451
"2119" "6" "WALKING_UPSTAIRS" "timeBodyaccStdz" -0.353519514896078
"2120" "6" "WALKING_UPSTAIRS" "timeGravityaccMeanx" 0.913632241568627
"2121" "6" "WALKING_UPSTAIRS" "timeGravityaccMeany" -0.340732608823529
"2122" "6" "WALKING_UPSTAIRS" "timeGravityaccMeanz" -0.0184608964392157
"2123" "6" "WALKING_UPSTAIRS" "timeGravityaccStdx" -0.959399425098039
"2124" "6" "WALKING_UPSTAIRS" "timeGravityaccStdy" -0.912900683137255
"2125" "6" "WALKING_UPSTAIRS" "timeGravityaccStdz" -0.906196352156863
"2126" "6" "WALKING_UPSTAIRS" "timeBodyaccjerkMeanx" 0.07210675
"2127" "6" "WALKING_UPSTAIRS" "timeBodyaccjerkMeany" 0.00371343419607843
"2128" "6" "WALKING_UPSTAIRS" "timeBodyaccjerkMeanz" -0.00237816579411765
"2129" "6" "WALKING_UPSTAIRS" "timeBodyaccjerkStdx" -0.180301156098039
